Feature,mixed_host3,mixed_innate1,white_host2,host1,host2,host3,mixed_host1,pink_host1,white_host1,pink_host2,pink_host3,pink_innate1,pink_innate2,innate3,innate2,pink_innate3,innate1,mixed_host2,white_host3,white_innate1,white_innate2,mixed_innate2,mixed_innate3,white_innate3
m_185,191465.94,1291298.1,5712.7827,49,17,275,112044.484,110531.76,168,97677.44,63202.91,1021507.3,756737.25,86,187,844918.7,228,163059.75,31,109,20,778922.1,1052822.2,172
m_197,62003.46,824252.06,32213.64,44115.8,42406.918,75868.19,44817.39,56673.04,54242.957,29412.795,34131.953,653139.94,185442.16,283981.03,300501.1,261949.2,98240.59,62338.89,47868.37,617144.6,630191.75,649477.44,234559.97,650874.1
m_309,228891.3,672540.44,85977.555,194471.33,102614.2,104896.61,197785.14,195381.25,215952.6,54457.586,126213.11,170110.55,515944.97,507039.1,440712.06,539135.4,490296.25,229343.9,195279.27,434521.56,324156.7,146351.16,593263.9,145156.11
m_76,138156.92,666977.44,48035.375,143780.36,130862.6,67563.84,106951.51,78055.75,119053.84,64122.99,108012.75,446524.34,132574.89,322632.1,259457.17,355697.47,283872.75,137503.14,144889.73,304159.72,360884.94,375903.12,554439.4,365167.16
m_266,176519.23,552363.1,104610.4,138129.5,177626.98,147716.55,131725.39,127628.234,151234.33,130626.68,115752.57,396801.78,404233.72,418445.66,302925.94,350288.25,351346.88,123891.95,118963.37,310902.72,325465.72,377560.44,61894.24,408661.47
m_267,67114.8,773557.06,48143.133,69515.625,91650.195,64742.17,109180.63,74888.25,74588.49,70361.86,60546.855,593578.9,575221.44,575500.25,531239.25,1214533.2,579578.8,53926.945,49911.953,476647.6,517969.2,561368.3,563985.06,581194.44
m_117,111801.5,911205.25,69469.17,112655.71,108488.266,107334.92,151044.25,40210.832,92128.89,47949.992,137805.97,626184.6,513285.97,357450.84,576003.06,597847.4,502315.03,159832.03,81949.25,291687.28,438509.5,396988.47,572203.75,280818
m_133,122655.7,942440.2,42707.16,266599.6,257213.03,100099.37,164129.5,107845.51,129031.68,62341.9,125771.48,687247.06,440099.03,426725.25,492964.94,525433,498018.3,281298.22,218197.27,329302.34,549291.4,514734.53,686550.2,361183.88
m_24,7695.645,4173.73,1500902.5,296.66656,176,299.82843,13733.91,6303.191,1687.7885,5000.75,11893.375,1010.4357,333.77368,292.32523,24,400.36304,307.52362,2786.0059,15098.143,162976.92,265299.16,4013.7747,10891.766,3099.1013
m_209,100946.38,418345.9,125976.984,35081.4,23741.594,39859.008,62740.848,38232.88,35471.516,36486.645,51664.85,597583.1,413141.75,28102.875,19373.273,503818.47,18175.14,48827.758,44239.477,11419.297,13201.742,213206.11,305605.84,15331.1875
m_73,31043.275,17767.871,30904.791,13469.891,22874.375,129801.38,6067.716,422344.34,100325.85,110317.73,7749.095,354546.34,448912.78,14815.677,6469.2163,298710.12,14936.564,20222.639,3606.382,7211.969,4314.7446,635766.7,30708.188,115016.61
m_192,84654.37,13178.371,12233.044,3331.11,8205.14,71280.01,17633.965,267978.44,34987.84,33538.492,2550.2383,279857.28,189472.3,24332.582,13135.708,124096.72,47448.62,56617.727,11517.053,107039.5,67469.52,510179.25,8758.701,76971.125
m_394,712710.56,116878.664,32123.541,181,164,130138.44,12492.291,47624.375,131611.08,56813.06,102503.52,283,173,108,124,162,210,242,87,54546.89,83,170173.92,72134.266,76962.69
m_407,477738.44,163942.78,44432.188,1166.4478,143,196811.16,13852.32,80606.47,325179.62,82161,170888.2,1227.7585,1,281,97,273,81,1813.5767,1281.612,73105.5,168,127828.414,96033.57,132514.86
m_53,462822.78,28545.598,66,164,231,19,6052.474,10618.855,2,6010.031,772.772,198,214,98,259,4,72,20863.824,136,247,230,100,278,20
m_277,241196.77,178404.66,259,51,123,126,199,26383.623,67482.32,7314.6616,46297.76,4171.2686,43,37488.395,25322.479,33239.098,128,56492.344,6240.0283,279,289,158,25228.012,17740.982
m_411,286065.4,102737.336,55861.09,198,276,100612.47,9414.042,52105.434,199305.64,41011.484,79763.49,13,123,213,98,83,242,27,133,38920.805,238,119746.09,43434.062,85602.96
m_111,193944.97,214,33287.035,324602.22,278958.8,343070.94,45679.902,205149.73,35977.836,207979.28,237154.4,92343.24,98630.84,292709.22,74501.6,118143.29,180225.45,34030.656,22371.396,246,181,129,200,290
m_169,69227.18,27303.781,163208.47,33545.184,68077.29,234664.44,225118.9,196112.08,142903.86,283915.4,166424.03,186864.02,187010.6,173575.3,135130.52,80714.914,114107.836,108173.86,95077.06,109539.43,92566.14,148785.38,40692.28,120198
m_265,49894.754,2568.4175,169085.34,26476.355,124,194788.39,186826.47,224728.55,178714.67,311678.44,200467.84,2908.87,207,56195.266,60748.25,40862.996,49211.992,67253.23,2340.1917,180728.44,112,171777.16,1406.5403,165323.16
m_393,85998.375,52765.543,105871.62,10287.705,3915.2805,66415.95,136923.5,319663.28,134010.48,341634.38,183243.31,37374.043,1956.2568,24231.443,44265.04,34023.76,39478.223,30890.818,36051.24,185341.7,3286.933,173009.8,34673.215,188501.67
m_315,198427.78,188409.47,123378.6,177987.22,169418.45,297832.94,167079.58,283513.3,169798.78,133365.83,89853.26,30784.71,74366.766,203779.31,190851.78,83756.64,136325.94,249420.72,112423.37,81211.414,39616.03,266395.1,81257.45,108233.45
m_304,187950.66,111134.88,210146.4,187821.75,359078.03,146411.73,137524.7,106700.695,350133.72,147907.88,177708.39,68589.09,98912.125,154982.98,111520.81,122419.25,124934.875,118301.03,115844.375,142661.19,86399.42,95125.28,86294.16,190876.88
m_106,273143.72,182786.39,115993.42,54345.29,100746.76,235032.28,114421.12,118298.77,220481.16,143365.95,164251.92,71242.93,51386.996,87078.61,36492.54,74209.43,23133.193,83395.39,38168.58,146441.9,76978.23,220693.48,98715.25,131745.06
m_200,253856.27,257601.66,123294.375,121077.805,129647.09,120815.195,151807.44,69990.79,158210.06,138337.28,166495.56,127099.69,109328.98,96496.72,111269.02,181463.86,133893.27,90557.875,89023.71,70560.414,64389.67,77746.47,197735.44,65253.38
m_91,62383.79,490338.53,53076.473,62744.71,53306.19,10068.626,74917.06,47092.504,37035.836,11861.264,56896.598,189007.44,186449.03,267615.56,242958.36,82849.5,119058.86,63257.863,81761.19,68746.33,175001.44,148088.88,338562.56,110424.69
m_90,376734.3,223244.78,220,6609.4585,5620.1504,25958.92,133494.48,138963.02,114909.03,226475.33,221842.25,45886.95,36034.69,8665.795,7537.5225,36531.062,5102.8896,101600.664,178248.53,9166.964,18111.896,116038.58,276529.38,116124.39
m_247,304377.84,217131.53,12206.221,6215.9688,11356.27,189716.61,44323.17,80120.82,153014.33,99396.65,52241.9,25734.656,23730.299,22301.59,15344.318,34351.22,38667.953,25081.848,19531.11,52349.242,8525.241,162793.6,462601.16,141851.94
m_366,45137.406,126852.875,32236.535,46802.297,53094.664,101228.76,37599.54,86330.98,56514.254,49515.86,40607.016,109838.46,112494.445,83088.42,108482.305,118573.86,112590.61,36991.32,46078.992,141556.55,117240.56,120430.83,381049.75,129538.71
m_427,46351.02,45158.957,11005.877,21863.463,28020.988,53360.816,89578.91,118278.8,59709.58,69540.984,65486.664,133548.6,202197.45,104887.836,64720.17,188572.23,165075.58,110353.984,100575.15,145323.19,83547.02,126624.54,185907.58,71748.07
m_417,87650.73,134041.03,50222.418,40008.773,35158.855,149379.9,172469.48,371869.84,89121.766,80469.4,88474.78,109170.04,131312.84,65285.242,84605.914,156037.27,75912.445,99312.93,107970.33,124643.28,109435,271939.6,299930.9,107601.984
m_367,196366.11,209603.64,82464.7,65514.01,48618.06,111244.266,212222.05,196549.25,121261.94,114085.42,117113.49,152892.52,168569.61,121952.305,142766.58,167920,124399.17,121901.83,173084.84,191138.97,204214.9,215434.22,264767.9,160569.58
m_401,232084.81,257379.31,49918.07,118921.58,135572.23,228081.48,152248.78,226879.72,192626.7,156606.47,92286.38,189445.69,130899.48,139371.67,157628.27,165902.81,158081.47,227142.5,162995.7,99095.78,101677.39,214813.16,290852.7,162741.81
m_375,136790.08,288,88,139,287,65,247,196,93,215256.38,91034.94,211,48,115,435102.7,121,8,29089.773,291,137,153,7759.0073,111,265
m_399,53150.574,276,215,2,13,29,182,2512.6553,180,36,2538.2622,27,169,118,318115.3,6,23,202,275,221,128,263,94,204
m_86,25884.322,14150.833,153,51,99,200,247,25,121,2281.4817,123,274087.03,98,95,130,8239.136,30085.344,1369.855,8266.143,46,67,109,5869.2856,265
m_58,32563.93,49737.023,3933.9033,5304.3535,5916.5493,44131.902,40889.758,40735.76,17665.477,13696.99,7070.748,39909.516,27935.043,27053.824,8388.131,20194.838,47486.582,25443.941,12324.162,25066.633,12297.004,82325.875,340475.78,20829.682
m_196,4594.841,331468.25,981.0894,868.22217,903.5882,1289.8175,626.0144,1086.0963,1413.3147,1218.2649,175,25561.89,16034.505,3639.7505,15018.307,15468.328,6603.0625,877.35956,1234.5247,11184.81,29692.135,21069.041,143821.5,16436.225
m_263,43891.117,205832.27,72,248,215,43,75,262,223,247,96,8,158,90,245,42,237,17,200,85,97,34,166,172
m_194,68619.695,52347.02,148967.17,7112.5996,786.6341,165207.23,114356,65582.14,61207.152,86207.66,55356.28,1058.7241,1892.0813,19291.014,8877.299,12000.423,29981.59,36781.914,121296.54,82310.67,6021.125,165905.92,57116.332,77195.56
m_163,79280.76,192324.92,38174.344,40326.91,32091.717,54281.33,59284.26,63877.332,49167.6,36554.215,42252.387,112337.49,85345.13,25728.637,60054.188,100994.914,42804.867,49757.47,43625,53731.348,47887.41,154506.31,103960.37,66220.1
m_410,49473.336,122514.55,35423.816,41149.227,24941.184,72659.17,110559.7,220867.2,59594.45,37492.89,61872.312,28358.703,52201.12,29902.662,57018.617,61638.785,41784.53,65489.473,72594.016,82143.45,91668.4,142860.84,138571.78,51038.062
m_432,50560.766,58343.973,7871.3975,9555.866,7059.9453,55404.684,78988.695,196702.81,34904.51,30600.348,37541.492,31601.65,78487.31,15206.865,26729.258,79826.83,33841.27,54355.61,38693.07,52807.168,46633.785,142823.67,138899.45,28901.246
m_228,39451.85,24,47981.934,38296.527,2003.2339,133420.92,16570.197,42168.477,31648.953,99023.414,63085.72,109,9284.891,133,24659.953,3695.7214,4076.332,289739.7,119519.04,3646.6577,1362.2633,4563.1953,156,4732.598
m_365,25754.92,19029.06,5460.081,1776.0068,159,6618.1855,24572.01,15853.09,5301.253,239904.19,124157.336,286,124,2864.3384,100814.83,10546.16,149,61631.883,1561.0961,6926.4297,159,41443.29,14726.669,3501.079
m_376,25526.764,268,12886.512,66,31,12,7674.1265,7080.045,1388.0017,271610.06,78454.72,243,120,17408.996,127139.39,11562.969,46639.92,116225.27,263,8859.259,83,24463.188,47,4251.5166
m_398,267,231,29,91,10,69,15869.277,82,233,6762.869,86,3882.367,7186.122,18210.967,247,11384.294,27723.75,261,82476.266,249167.64,228746.64,356403.88,210956.03,5599.0474
m_107,81229.65,92758.06,22018.975,113826.75,98239.125,270580.94,136343.27,220907.66,118513.15,55566.47,40329.832,159,4743.0557,139698.28,139159.05,55028.33,54805.17,214018.48,42476.89,29755.514,4405.7393,176208.11,8837.239,4896.1094
m_328,12469.265,9078.677,106,38832.535,20032.535,401897.62,50324.42,256948.42,27640.383,2154.2412,274,79,282,61266.746,45322.18,211,3746.1143,249602.7,66,10,98,89915.59,115,6
m_62,17325.674,101303.74,40573.08,115375.414,52961.305,262068.67,40984.87,20040.764,99417.61,21827.975,1349.2456,61715.473,87409.32,40888.78,110467.81,119551.08,134758.6,58947.164,454095.06,163546.7,108776.27,131939.31,44681.914,103664.7
m_297,6456.802,18726.6,3104.1724,101003.3,94804.61,262,4982.1855,4205.657,4517.08,7894.7017,223,14976.383,154700.4,208687.64,216062.19,114714.48,198539.05,207167.88,123372.69,9219.522,96625.516,22271.906,12319.889,11313.427
m_50,169606,93364.695,21721.2,101393.69,171826.22,276939.94,59231.812,40000.414,146544.47,61268.99,127433.04,45580.125,53182.3,199783.77,110312.48,44835.582,108196.3,48198.44,123065.03,41706.535,45177.395,47749.836,73516.53,44624.566
m_159,11227.012,43,29445.152,164583.08,133650.94,333848.44,8446.383,6664.5894,106722.336,8051.5103,4672.5024,6,118,184473.17,77827.53,186,131342.56,10785.433,85220.016,23492.225,8207.462,214,226,21047.943
m_400,43632.246,207678.69,24521.918,141,9,363995.25,95071.2,348977.88,97295.97,76098.7,122385.15,118,7,92,61,129,96,254,163,134940.38,83,261997.75,127992.24,152668.36
m_403,69907.81,320626.56,35593.098,12,242,589402.06,149025.31,492582.62,142312.2,126045.94,196823.75,274,131,291,149,137,9417.08,19,50,222895.95,17959.406,411583,186422.34,214508.02
m_349,514614.72,275058.84,113040.07,2055.1787,1444.8026,281809.16,26485.7,337314.1,329193.25,87248.28,306857.88,47,287,3613.4424,7958.2295,171,11659.39,148,6,139008.44,103,465234.6,18952.203,200239.44
m_350,500273.3,375344.72,155358.48,3685.4077,224,230711.31,221873.34,319524.88,202893.14,153655.06,289142.06,94,90,2904.1023,30691.344,3502.996,2259.8728,11006.164,8784.097,213852.31,78,304132.06,275759.03,193502.28
m_391,483206.12,415876.6,171860.3,107,49,274140.34,183667.1,281839.97,238025.53,225577.55,304848.88,2074.269,288,37,78911.44,5276.3774,2933.8237,13897.464,12036.225,236230,181,276428.56,267975.84,258268.58
m_284,448474.97,54795.023,157857.48,211737.31,214931.52,263039.12,217048.45,280334.9,324081.84,390127.4,377206.8,33981.1,61021.92,92475.195,60395.773,50232.17,92011.9,137112.73,99291.59,83674.54,31010.094,77258.55,52458.473,129036.26
m_285,358920.8,162673.73,167885.73,242051.08,309685.8,261591.86,155774,163403.69,277667.03,151748.25,150549.1,137892.53,148293.98,185924.44,126347.59,155721.89,179794.77,141143.66,167908.97,181988.45,183056.22,142898.95,119909.55,238482.25
m_37,475509.03,170985.98,152644.02,276353.28,112574.85,232447.97,162798.95,193357.83,244719.14,185923.67,153448.72,243976.19,140274.16,179522.8,204017.42,165650.75,144761.38,161521.42,136822.02,172531.03,181211.14,183977.17,147365.83,236161.55
m_148,412905.28,189144.25,139256.48,214030.77,164612.19,164159.8,248989.58,192547.81,207937.7,171811.14,155708.27,177702.72,216872.98,158595.53,144508.4,156051.4,177321.73,214191.75,139008.5,149616.61,158107.88,169667.2,149794.86,198071.08
m_186,450587.1,186562.78,252045.9,143696.81,129846.62,167017.86,254038.1,243531.92,434212.16,226840.7,283563.78,143752.38,124907.984,144296.38,112006.32,130661.02,122914.77,211639.7,379711.9,104073.73,98444.83,119776.21,157841.39,120857.64
m_271,344791.97,168673.78,352248.66,358534.28,321086.53,294931.72,299940.4,269891.28,327747.16,269327.16,321118.03,191382,166676.89,124793.125,177653.28,150976.1,129377.98,227211.7,171299.03,126231.46,129776.195,102362.69,89149.62,141619.9
m_208,167720.2,221128.95,276457.22,159441.98,123118.99,179391.86,139650.27,145723.61,391018.12,132930.58,200331.66,48836.094,20658.389,174611.38,134911.14,36952.266,119087.28,125223.9,348950.94,285596.75,257995.23,210268.86,271228.2,354843.2
m_258,326475.3,115764.42,181861.22,235384.42,157279.64,644434.5,215616.94,189132.4,242979.33,289945.16,263412.84,115896.37,98594.32,213553.61,211229.34,165892.98,219194.52,189463.69,197025.52,161053.52,97272.02,152852.36,83088.125,213711.1
m_96,321988.38,84886.42,109506.81,104602.63,24750.701,377626.75,55297.043,128582.6,203751.94,279371.9,134357.39,69169.66,45770.707,163262.97,145541.12,298080.2,92973.734,309791.38,447409.34,166804.39,71614.48,111346.46,284173.78,261027.3
m_102,373675.9,95491.8,229099.75,175520.52,115920.945,429887.16,147573.1,117795.87,190461.38,123654.27,136372.3,111420.79,77654.96,40787.293,48380.844,77679.79,65642.08,195341.72,381027.8,109949.25,93534.586,148958.73,36734.258,124707.13
m_13,370928.06,462974.34,70516.38,206658.92,179014.27,339813.7,253562.9,336654.16,274676.6,207357.88,181272.67,265350.22,107031.92,366796.94,246715.36,290058.62,338764.06,341275.72,268743.4,150023.25,149426.38,326073.56,493015.6,281680.2
m_307,258935.23,323164.75,214050.44,297963.34,260868.84,285771.5,233534.86,144481.16,266687.88,141399.55,125194.11,227606.98,207935.44,302053.7,193067.34,191060.66,207134.42,224488.47,302488.56,154254.9,165764.52,150500.33,265749.84,174365.6
m_363,249950.97,401807.75,202722.5,251890.73,244983.67,244270.4,152120.08,254681.84,200337.27,209989.4,202453.44,163433.03,199824.64,467799.78,322482.8,275978.34,161951.12,249205.12,196992.34,247210.62,143142.25,317083.28,271161.62,268317.62
m_329,240384.75,267076.62,118590.6,287357.66,259913.03,418322,298435.38,450792.34,321840.47,181080.08,158312.83,11356.001,21751.332,348330.84,365302.5,169362.36,149811.9,432232.5,125366.13,91511.55,24741.877,370864.12,29680.184,23929.785
m_183,242815.12,272417.38,172864.55,413547.78,323814.12,100944.35,212970.48,388670,256175.27,105677.38,295311.62,47720.79,110372.84,142470.2,250604.64,249336.28,180581.8,358723.5,136932.45,117362.49,35415.1,128940.01,232106.56,97243.35
m_244,219926.05,235637.23,155387.19,379976.53,302351.9,86364.73,194110.17,344485.16,212496.48,100359.29,270340.88,46196.383,105108.97,131338.47,222637.45,228589.89,153018.97,338209.06,114414.07,106266.06,30219.455,122641.125,190031.92,85171.57
m_130,67859.16,625008.06,2849.3047,3611.2588,988.902,2943.822,4321.457,899.1162,3044.8516,1003.1516,4057.5913,56,1623.2056,1367.6335,1388.1522,1381.852,156,261,3141.3723,1971.4033,1391.296,1270.2758,121,4603.403
m_2,418399.53,953199,23534.68,23892.041,29654.588,13551.709,17282.674,21231.748,12847.112,14517.049,24518.738,41762.42,23192.232,20948.277,21258.96,24529.922,21178.076,31857.73,44348.73,35628.484,23057.877,48558.11,25297.86,31573.143
m_71,338720.9,706327.3,4593.7,22586.527,20668.195,13338.893,26928.562,12686.306,22897.4,37275.504,26594.543,10830.493,20046.006,17399.9,18511.52,16388.398,38370.957,27349.33,22409.828,21373.969,23152.191,17321.941,26681.416,20348.521
m_382,414149.4,251855.06,92571.01,78,1259.4927,294414.34,158793.9,273801.7,209563.67,272473,317833.78,2184.354,3203.3853,3598.066,1887.3674,6930.3994,2543.7505,2394.2378,1363.645,293519.38,2594.0566,416985.25,710947.3,346280.03
m_205,862705.1,145750.42,25510.006,229,58,251218.94,9264.9795,148888.94,204117.1,39513.812,101459.34,1084.1497,110,1259.1261,34,1200.4197,5379.9995,7535.208,2536.9895,106578.16,161,562886.6,461828.53,143027.19
m_344,825121.2,199863.25,45103.805,10900.378,9856.455,153041.22,15640.62,150460.47,172421.83,59999.18,170960.89,8045.5435,3711.5312,8931.836,5509.5615,17524.781,7193.4893,12680.935,9991.702,92479.36,9415.217,466519.88,733093.9,115900.73
m_395,368029.4,26697.258,220309.95,162468.56,5,201319.06,19958.32,24845.234,172872.19,428372.25,146591.9,288,188,307165.97,356193.5,313582.8,204255.14,126133.31,720907.94,325309.78,280,140498.31,19941.297,49672.23
m_308,278849.47,2558.5266,201950.44,98975.73,2856.823,141911,16155.582,11216.462,136545.64,283835.78,88105.66,2598.3955,3121.0034,163082.2,216926.67,166437.19,135725.14,68008.555,441330.44,225185.53,61,94222.19,18018.871,37399.08
m_409,203188.62,11093.144,114329.33,79186.39,2053.7485,159177.02,55591.207,102389.35,156643.53,292481.3,130313.61,5275.9087,2065.8567,212976.03,421153.66,253448.75,133610.81,143310.58,301024,222737.19,4256.201,121410.78,113918.27,94589.08
m_171,13303.562,221,20339.576,2974.6235,55,3354.2388,124,4863.9453,9624.22,649351,51173.887,34,100,30680.697,229951.17,25349.918,13569.606,81604.516,76,17777.09,239,106014.29,9,10328.301
m_157,57461.984,19915.88,27294.945,12642.362,1677.3425,30098.904,77021.8,82404.82,48415.01,608477.8,95753.055,12607.505,46548.457,72325.01,518439.03,198212.45,403103.22,212290.94,22212.135,179077.44,17628.137,220241.58,32732.143,129027.05
m_172,63816.895,1400.5765,43657.59,79224.305,189,115390.63,17260.385,124652.63,90786.72,1040044,118514.87,220,107,118403.6,501768.97,240808.84,92268.664,306496.62,4739.071,167547.62,1,202863.83,164,134365.23
m_201,210273.38,76,75403.664,84280.51,58,183081.69,25803.973,106049.15,45326.047,429533.62,106427.58,177,2358.688,17697.994,24839.951,16265.656,9958.128,738485.8,812228.56,13978.738,10,19384.715,1112.156,8249.475
m_294,201672.88,123,242,208,282,88,69558.79,513266.25,7208.888,200842.11,52076.062,54095.25,75561.39,96,152,56126.566,205,605024.94,266,73,227,59,56,281
m_47,116545.766,207301.69,20000.965,39518.57,22049.688,213329.48,191021.81,579390,142642.52,151202.19,56302.434,79091.57,269930.03,25629.326,54970.527,223731.28,72221.77,494947.78,332158.16,286244.16,219364.77,753573.94,227818.03,183739
m_69,380884.12,212413.97,25392.877,214374.83,126309.57,237059.38,293910.62,211024.55,182127.31,82501.69,44931.473,207997.02,173179.77,108045.625,80214.45,135300.55,97949.29,726425.25,291537.88,45505.08,70141.47,93509.82,192919.6,78796.37
m_225,143080.45,79461.4,56217.496,266065.25,18672.197,131961.17,36588.715,182156.98,76978.9,144019.25,117052.8,50437.477,42455.586,185784.98,154183.62,566376.9,116221.41,815308.94,269455,202460.45,47004.207,179520.7,514221.56,137802.44
m_109,39541.363,67571.08,13724.29,20724.031,19554.877,36206.086,4942.74,4511.838,29740.549,108306.06,48071.76,35254.293,25164.834,8910.941,2062147.8,27774.438,17800.361,50339.04,24667.389,22710.922,19530.395,61818.7,45932.367,22647.219
m_369,813375.2,3191.397,22661.838,3281.3572,25,13153.365,7000.793,28527.553,17103.357,1058813.4,428238.94,3197.1365,234,21442.36,2633563.2,8304.194,17274.012,128429.805,251,26565.562,148,81727.92,160,18471.207
m_180,7614.256,22611.82,444108.47,463366.5,83452.16,1149357.9,11131.832,8091.88,36890.61,367721.25,130698.375,598.56915,1013.1445,607738.56,1853065,2399.2258,726397.44,131766,12976.465,12129.747,893.76135,15089.264,13450.94,13289.176
m_211,139,195,300879.72,1379128.5,1401574.4,1652813.5,215,268,78113.08,80,221,49,167,797769.4,903934.5,265,998806.4,1321.9531,115445.85,51,191,137,99,245
m_246,6677.914,261,671258.25,935349.1,823607.25,1058131.9,508.49127,2394.1074,797121.9,1690.893,2007.8066,206,273,1342082.8,1124358.9,271,1062112,8807.07,682898.9,869247.7,714954.8,1899.5735,2126.7122,1077010.9
m_39,395010.72,90787.53,209407.22,1011488.4,887728.1,1273100.5,215793.69,237753.64,392864.72,301833.7,229471.75,145665.64,114109.22,914809.7,795630.4,235173.05,842826.25,295927.2,284208.25,117570.984,51154.82,72089.85,426708.75,159419.94
m_311,367523.97,344660.25,349059.7,762465.94,903346.6,892624.7,120138.75,174610.55,663944.6,238408.61,293728.06,332222.62,275812,861415.4,415604.78,359991.25,713864.5,131479.1,421051.97,305645.47,228762.44,276308.3,17548.023,400256.66
m_173,59499.73,440843.34,183418.8,630547.94,541201.8,544517.8,70815,31834.998,556111.8,19231.707,3226.719,728674.7,541500.5,1147033.2,637389.9,481960.97,846412.9,59108.84,507247.03,478933.72,496617.7,376931.44,610061,578959.44
m_132,2014.9192,758618.94,372268.34,730120.1,658505.8,853339.25,4379.418,1282.425,625303.1,198,54,294485.4,311927.72,658243.06,488980.84,263687.88,380601.62,6216.782,562234.44,363622.38,437742.9,445106.06,765352.44,373837.03
m_305,283622.66,502538.66,257639.75,314429.6,368715.06,765392.8,230996,229579.8,536349.5,174630.61,82687.58,269428.38,162865.94,631664.5,381791.06,167950.06,603543.44,292184.28,658341.7,377130.53,427228.7,561516.25,817157.3,447271.06
m_181,12681686,7489573,835697.8,337854.8,548481.1,5683567.5,1887167.2,3034030.8,6479682.5,4620891.5,3748194,832827.75,972926.4,704609.4,638580.8,1423940.2,1245726,949256.3,770924.2,1860213.2,325332.16,4357657.5,7644076.5,5084805
m_105,8864613,6128812,2205959.5,208463.78,179067.2,4559055,2208993.8,3535247.2,5113979.5,3672675.8,4329532,214717.17,219912.83,281423.66,243792.23,369506.6,341286.12,287641.38,326742.4,3322936,95067.23,5390640.5,6995616.5,3882162
m_319,7662589,4691220,1557143.9,86815.445,75365.59,3523641,1796150.9,1798466,3165748.5,2995527.8,3377318.8,108172.016,166197.22,86558.12,85104.6,229915.2,136838.45,113876.734,83702.625,1857854.4,95749.055,2946448.5,5510170.5,2797067.8
m_331,6510921.5,4304902,1480082.8,225393.19,176193.53,4522685,2001329.4,2560353.2,3218665.8,2925984,3097877.8,218256.98,372393.9,207084.92,204725.83,421340.97,320564.88,361034.3,266690.3,2566529,277021.75,4293828.5,5698202,2921314.8
m_250,5510909,2006957.9,1749523.4,4267117,12327604,5705629,2260031.5,3931356.8,6685454.5,7778067.5,6212538,2030352.8,2477706.5,3922706.5,3302170.5,2313054,3085877.2,2214650.8,1649339.5,3291468.8,1898382.9,2168867.5,1276976.5,4154532.8
m_303,2732602.8,2839923,1024648.6,3842363.2,3338311.5,7474957,4225651.5,6625066.5,3498190.2,1873962,1590132.9,123803.766,456100.6,4568163,4413996.5,1977072.4,2031557,6420241.5,1588064.1,1191920.4,175253,5176716,62924.6,537438.7
m_11,2808880,2333071,1702143.2,2366183.5,1898718.5,2334564.5,1609624.2,1465634.2,1850909.4,1986234.5,1806806.9,4828461,2001610.6,5589796,2212148.8,2045274.8,3416179.5,1293342.1,2336556.2,2610960.2,2602171.8,2494876.5,6468790.5,2842876.2
m_336,3105590.5,7043700.5,1275508.5,1874325,1671427.4,2554195.8,2890169.5,1896524.6,4433581.5,5096534.5,2268344.2,2062474.2,2916270.2,1899321.4,1989759.6,3805195.5,2196109,2241815.2,2226017.5,2778787.8,3138164.5,4133692.8,3497410.2,3984855.5
m_146,2820357.5,6782527,1510517,2085356.1,1798215.1,2285483.2,2450209.8,2363275.8,2377140,2152203,1745852.5,4960681,5298717.5,5069525.5,4954040.5,5295390,5150408,2583066.8,2339098,4622574.5,4372787.5,5307343,4752526.5,5446442
m_248,1752663.8,5351624,827490,1663644,1888386.8,1517410.4,1721976.6,1866763.6,1273802,1683335,1469933.2,4104724,4154996,4718905,3943791.5,3835640.2,4463788.5,1172130.1,1143444.9,3163428.8,2917057.5,4311157.5,4018720.2,4597634
m_21,1347456.4,628609.2,455197.8,1049901.1,958831.44,3468203,1952368.6,3129096,2164918.5,2140721,881473.6,4088255.5,5012821.5,4586380,3545535,4878902.5,4531155,4128884.5,4040840,3529508.5,3571164.5,5981627,5116138,3899787.2
m_240,405566.9,755855.44,2076481.9,1522066.1,2058008.8,5405478.5,3496974.2,3047016.5,3398135.8,3342047.2,1621862.1,3168950,3313580,1875250.9,3302453.2,3296992.5,4199158,3589970.5,3848406.2,4425006.5,5456561.5,5523323.5,2116651.5,3342184
m_175,342954.22,682784,1833509.4,1225982,1670680.2,4851931.5,3075267.5,2713544.5,3113213.2,2972711.2,1401101,2456997.8,2667401.2,1501828,2885916.5,2645958.5,3669565,2914632.2,3514104.8,3630677.2,4651347.5,5292256,1848867.8,3014531.2
m_213,340173.97,552245.7,1725895.9,1217815.8,1636565.5,4960748,3131657.5,2643245.2,2966338.8,2862971.5,1333618.2,2583832.2,2759003,1481039.1,2926389.8,2769501.8,3656472.2,3136045.2,3476277.5,3976473,4889499.5,5202523.5,1870651.8,3089359.2
m_386,2453072.2,2461697.5,4042523.5,3698508.2,3816749.2,4032323.5,4655847.5,4880756,5130519.5,4776594,5235976.5,4445587,4365858,4478123.5,4497227.5,4789378,4219872.5,5082290.5,4582581.5,3737032.2,3783666.8,4468406,4719051,4450249.5
m_406,2014428.4,2026129.1,3329353.5,3008094,3136275.8,3259836.2,3801485.8,3987592,4179593.2,3903527.8,4292336,3655879.8,3561125.8,3550575.2,3581075.8,3906225.2,3358038.2,4086685.2,3778961.2,3073145.5,3096455,3679563.8,3879542.5,3650124.8
